 1619311.80	0.00	SOA MM
 1619315.17	215.85	LYING
 1619533.19	27.19	LYUP
 1619560.92	15.03	WHP NONFOC PB
 1619564.35	25.84	SIT
 1619591.37	55.82	WALK
 1619647.64	5.32	GRMSELF
 1619648.04	4.62	STAND
 1619653.16	5.38	WALK
 1619659.07	24.01	WHP NONFOC
 1619659.24	1.41	STAND
 1619661.10	9.43	WALK
 1619672.07	8.87	LOPE
 1619683.00	22.83	WALK
 1619706.90	1.15	STAND
 1619709.37	33.36	WALK
 1619743.04	9.26	GRMSELF
 1619743.77	8.13	STAND
 1619752.75	28.15	WALK
 1619782.44	7.88	STAND
 1619791.51	30.55	WALK
 1619822.67	6.42	STAND
 1619830.33	5.94	WALK
 1619836.91	4.98	STAND
 1619843.02	2.22	WALK
 1619845.89	4.76	STAND
 1619852.88	5.68	WALK
 1619859.29	2.65	STAND
 1619863.09	63.90	WALK
 1619925.50	22.01	POOP
 1619928.00	18.24	STAND
 1619942.00	8.47	NA
 1619947.93	27.81	WALK
 1619974.96	7.43	GRMSELF
 1619976.65	4.47	STAND
 1619982.50	74.14	WALK
 1620058.28	20.07	STAND
 1620079.47	19.34	WALK
 1620099.49	0.79	STAND
 1620101.04	34.85	WALK
 1620124.34	3.43	SNFGRND
 1620136.64	10.98	STAND
 1620141.20	7.04	SNFGRND
 1620149.06	7.51	WALK
 1620157.19	9.48	STAND
 1620167.86	21.09	WALK
 1620190.32	13.85	STAND
 1620199.02	6.65	SNFGRND
 1620207.19	3.07	LYUP
 1620211.83	2.11	LYING
 1620215.18	1.58	LYUP
 1620218.30	11.31	LYING
 1620231.45	0.73	LYUP
 1620233.78	21.34	LYING
 1620255.68	0.00	EOA MM
 1792334.45	0.00	SOA MM
 1792335.02	256.80	LYING
 1792572.06	20.21	WHP NONFOC PB
 1792594.23	20.07	LYUP
 1792616.84	578.21	LYING
 1793195.41	0.00	EOA MM
 2054458.26	0.00	SOA MM
 2054461.42	243.77	LYING
 2054707.29	0.99	LYUP
 2054710.06	4.19	LYING
 2054710.99	15.73	WHP NONFOC PB
 2054716.42	6.67	LYUP
 2054725.28	2.31	WALK
 2054728.55	14.87	LOPE
 2054745.05	90.22	WALK
 2054835.88	0.82	LOPE
 2054837.37	55.34	WALK
 2054893.87	3.55	STAND
 2054899.22	42.56	WALK
 2054942.17	25.93	STAND
 2054942.82	22.55	POOP
 2054968.69	67.51	WALK
 2055036.44	6.44	SNFGRND
 2055037.09	4.62	STAND
 2055042.07	3.63	WALK
 2055046.69	1.83	STAND
 2055050.12	182.77	WALK
 2055247.39	54.30	WALK
 2055291.36	18.24	WHP NONFOC
 2055302.56	5.15	STAND
 2055309.18	220.99	WALK
 2055531.86	2.40	STAND
 2055534.76	95.31	WALK
 2055631.37	5.52	STAND
 2055638.12	1.21	WALK
 2055639.93	0.59	STAND
 2055641.33	35.89	WALK
 2055678.07	0.73	STAND
 2055679.53	55.88	WALK
 2055736.78	5.16	LOPE
 2055742.87	123.68	WALK
 2055867.29	17.95	STAND
 2055885.75	17.93	WALK
 2055904.72	10.67	STAND
 2055905.28	9.43	SNFGRND
 2055916.09	24.77	WALK
 2055941.88	6.82	LOPE
 2055950.16	7.46	STAND
 2055958.18	2.34	WALK
 2055961.70	3.10	LOPE
 2055967.30	4.05	STAND
 2055972.92	21.11	WALK
 2055995.02	3.66	SNFGRND
 2055995.14	1.18	STAND
 2055996.88	31.98	WALK
 2056030.52	14.89	LOPE
 2056046.90	3.12	WALK
 2056050.34	8.53	STAND
 2056051.15	7.43	GRMSELF
 2056059.06	9.38	WALK
 2056069.62	1.35	STAND
 2056072.07	126.16	WALK
 2056199.61	18.47	STAND
 2056220.36	36.20	WALK
 2056257.37	3.10	STAND
 2056261.34	44.82	WALK
 2056306.49	0.00	EOA MM
