 1101624.80	0.00	SOA MM
 1101625.36	10.58	LYUP
 1101639.58	22.21	LYING
 1101669.33	252.47	LYING
 1101919.27	25.25	WHP NONFOC PB
 1101923.88	7.74	LYUP
 1101932.58	3.24	WALK
 1101936.69	6.96	STAND
 1101944.49	0.96	WALK
 1101946.23	34.79	LOPE
 1101982.21	6.39	WALK
 1101989.89	8.81	LOPE
 1101999.46	7.15	WALK
 1102007.63	5.94	LOPE
 1102014.16	2.00	STAND
 1102016.94	14.22	WALK
 1102032.29	11.31	STAND
 1102044.58	6.87	LOPE
 1102053.03	3.71	WALK
 1102058.51	2.93	WALK
 1102061.95	1.29	STAND
 1102064.37	7.26	WALK
 1102072.40	13.79	STAND
 1102086.97	6.82	WALK
 1102094.55	92.55	STAND
 1102188.40	196.68	LYUP
 1102390.42	158.67	LYUP
 1102396.75	4.73	GRMSELF
 1102406.38	5.09	GRMSELF
 1102423.67	3.86	GRMSELF
 1102483.59	6.05	GRMSELF
 1102549.60	0.00	EOA MM
 1968749.49	0.00	SOA MM
 1968750.03	171.43	LYING
 1968926.66	25.28	LYING
 1968954.33	3.35	LYUP
 1968959.32	0.68	WALK
 1968960.39	16.55	LOPE
 1968978.49	4.17	STAND
 1968984.34	53.46	LOPE
 1969038.67	15.31	WALK
 1969054.46	0.70	LOPE
 1969055.50	12.67	WALK
 1969061.75	3.07	GRN FOC
 1969067.02	2.08	GRN FOC
 1969068.76	18.74	STAND
 1969089.42	58.18	WALK
 1969149.82	6.85	STAND
 1969157.99	17.65	WALK
 1969176.40	44.90	STAND
 1969222.42	39.43	WALK
 1969263.63	6.14	STAND
 1969270.79	30.37	WALK
 1969301.97	5.54	STAND
 1969308.81	31.86	WALK
 1969343.27	2.48	WALK
 1969346.19	0.84	STAND
 1969348.05	27.98	WALK
 1969377.69	7.12	STAND
 1969387.01	123.75	WALK
 1969402.24	5.74	SNFGRND
 1969511.74	20.77	STAND
 1969513.03	19.98	POOP
 1969534.00	78.73	WALK
 1969613.89	6.44	STAND
 1969621.94	184.04	WALK
 1969658.90	4.70	SNFGRND
 1969807.10	3.35	STAND
 1969811.41	118.98	WALK
 1969814.06	19.82	WHP NONFOC
 1969863.63	21.08	WHP NONFOC
 1969932.62	91.00	WALK
 1970025.65	1.04	STAND
 1970027.76	54.89	WALK
 1970084.34	14.53	STAND
 1970100.08	27.00	WALK
 1970128.06	9.06	STAND
 1970138.78	285.74	WALK
 1970425.76	1.74	STAND
 1970428.63	44.25	WALK
 1970474.23	5.47	STAND
 1970480.60	62.15	WALK
 1970544.21	5.09	STAND
 1970550.66	111.75	WALK
 1970664.04	4.53	SIT
 1970671.02	1.35	STAND
 1970675.24	380.04	WALK
 1971056.49	20.04	LOPE
 1971077.71	92.41	WALK
 1971170.63	0.00	EOA MM
